Date Saved,2022/06/19 09:29:43
Spectral Data 775[nm],0.001112595084
Spectral Data 776[nm],0.001097771456
Spectral Data 777[nm],0.001026556594
Spectral Data 778[nm],0.000921045430
Spectral Data 779[nm],0.000811226724
Spectral Data 780[nm],0.000727006583

TM-30 Color Vector Graphic,Reference Illuminant x,Reference Illuminant y,Measured Illuminant x,Measured Illuminant y
bin1,0.979739,0.2002785,0.9835002,0.2098815
bin2,0.8200181,0.5723377,0.8504453,0.5781586
bin3,0.5790803,0.8152705,0.6189121,0.798451
bin4,0.1851574,0.9827089,0.224269,0.9612949
bin5,-0.08924828,0.9960094,-0.05515267,0.9606896
bin6,-0.514075,0.8577453,-0.4926564,0.8248892
bin7,-0.8397813,0.5429249,-0.8288848,0.50982
bin8,-0.9923959,0.1230869,-1.007921,0.07988657
bin9,-0.9891528,-0.1468904,-1.008107,-0.1954445
bin10,-0.8352177,-0.5499195,-0.857623,-0.575422
bin11,-0.5772718,-0.816552,-0.6148583,-0.8194188
bin12,-0.1865691,-0.9824418,-0.254746,-0.9794282
bin13,0.1485504,-0.9889048,0.09224273,-0.9908171
bin14,0.6379384,-0.7700874,0.6156233,-0.7531647
bin15,0.8084397,-0.5885789,0.7926903,-0.624846
bin16,0.9832098,-0.1824786,0.9921939,-0.1626849
